"Grado","Sexo","Trimestre_1","Trimestre_2","Trimestre_3","Ingreso_Familiar_Mensual","Numero_Personas_Hogar","Nivel_Educativo_Padres","Situacion_Laboral_Padres","Acceso_Internet_Casa","Tipo_Vivienda","Computadora_Casa","Dispositivos_Moviles","Numero_Dispositivos_Moviles","Numero_Hermanos","Numero_Hermanos_Estudiando","Numero_Hermanos_Trabajando","Probabilidad_Desercion"
"2","M","5.3","5.4","6.4","11290","3","Primaria","Empleado","Si","Propia","Si","No","6","5","3","4","0"
"2","M","7.1","8.6","5.5","4721","9","Universitaria","Empleado","Si","Propia","Si","Si","1","0","4","1","1"
"1","F","7.5","8","7.6","12892","7","Primaria","Desempleado","Si","Alquilada","No","No","0","4","5","4","0"
"1","M","8.1","6.1","5.4","17256","9","Universitaria","Empleado","Si","Propia","Si","Si","8","0","1","4","0"
"1","M","7.3","8.4","5.4","2788","9","Universitaria","Empleado","No","Alquilada","Si","Si","9","5","0","4","0"
"2","F","9.5","7.9","6.7","18640","2","Universitaria","Desempleado","Si","Prestada","No","No","9","4","2","3","1"
"3","F","8.4","9.7","7.7","6025","5","Secundaria","Desempleado","Si","Prestada","No","Si","0","1","3","1","1"
"2","M","8.6","5.5","8.4","8741","9","Universitaria","Empleado","Si","Alquilada","Si","No","0","5","3","2","1"
"3","F","8.1","6.4","7.1","5654","4","Secundaria","Desempleado","No","Prestada","No","No","2","5","1","0","1"
"2","M","5.6","6.4","8.3","15580","6","Universitaria","Empleado","Si","Prestada","No","No","0","2","5","5","1"
"2","M","8.2","6.5","5.3","9660","4","Primaria","Desempleado","Si","Propia","Si","No","6","3","3","3","1"
"1","F","8","6.9","6.7","5251","5","Secundaria","Empleado","Si","Prestada","Si","No","6","0","1","1","1"
"3","M","6.1","6.2","9","7268","6","Primaria","Desempleado","Si","Prestada","No","Si","7","0","3","4","1"
"2","F","6","9.3","7.5","13781","5","Primaria","Desempleado","Si","Alquilada","Si","No","1","1","0","5","1"
"2","F","7.3","9.1","9.1","15489","6","Primaria","Empleado","No","Propia","No","No","6","4","5","5","1"
"1","F","5.7","9.5","7.1","17131","3","Secundaria","Desempleado","No","Prestada","No","No","8","3","1","3","0"
"1","M","8.1","8","9.6","9562","7","Preparatoria","Desempleado","No","Prestada","Si","No","9","2","3","3","1"
"3","F","8.7","8.3","8.2","17987","6","Secundaria","Desempleado","Si","Alquilada","No","Si","4","4","0","0","1"
"2","F","7.1","7.8","9.2","16391","5","Preparatoria","Empleado","Si","Prestada","Si","Si","9","4","5","2","0"
"3","M","8.3","5.2","6.3","4152","2","Secundaria","Desempleado","No","Propia","Si","Si","2","5","0","1","0"
"2","M","6.8","5.8","8","10738","9","Universitaria","Desempleado","Si","Propia","Si","Si","8","3","0","5","1"
"3","M","6.9","6","5.9","9888","7","Preparatoria","Desempleado","No","Propia","Si","No","0","2","5","5","0"
"1","M","6.3","6","7.3","12096","9","Universitaria","Empleado","Si","Alquilada","No","No","2","3","1","1","1"
"2","F","8.2","7.4","7","7474","8","Preparatoria","Empleado","No","Propia","No","No","1","3","1","1","0"
"3","F","5.9","7.1","9.7","2488","3","Secundaria","Desempleado","No","Propia","No","No","1","0","3","4","0"
"1","F","6.5","9.1","5.7","7622","4","Secundaria","Empleado","Si","Propia","Si","No","2","2","5","4","1"
"1","M","5.3","9.5","8.1","5774","3","Preparatoria","Desempleado","Si","Propia","No","No","9","4","5","3","0"
"3","M","7.6","5.8","8","8446","3","Universitaria","Empleado","Si","Propia","No","No","6","3","5","5","1"
"2","F","7.7","6.9","8.3","10572","4","Primaria","Desempleado","Si","Propia","Si","No","5","1","2","2","1"
"2","M","9.2","7","7.2","9833","6","Preparatoria","Empleado","Si","Alquilada","Si","No","8","2","2","0","0"
"1","M","6.5","5.9","7.4","12258","9","Preparatoria","Desempleado","No","Propia","No","No","9","1","4","5","1"
"2","F","8.2","7.1","5.6","14416","3","Universitaria","Desempleado","Si","Prestada","No","Si","9","4","2","0","0"
"2","F","9.7","7.8","6.8","6887","9","Primaria","Empleado","No","Alquilada","Si","Si","2","2","5","2","1"
"2","M","6.8","5.8","5.6","18605","7","Preparatoria","Desempleado","Si","Prestada","Si","No","4","0","2","1","1"
"1","M","7","5.4","9.6","17684","9","Primaria","Desempleado","No","Prestada","Si","No","8","2","3","2","0"
"3","M","7.1","8.9","5.7","2617","3","Primaria","Desempleado","No","Propia","No","Si","2","4","1","0","1"
"2","F","5.8","6","6.3","15636","2","Secundaria","Empleado","No","Prestada","No","No","7","0","2","4","0"
"1","F","5.8","5","5","4570","7","Universitaria","Desempleado","Si","Prestada","Si","No","8","4","4","2","0"
"1","F","5.8","9.1","6.2","8309","2","Preparatoria","Desempleado","No","Prestada","Si","No","6","5","3","3","1"
"3","F","7.6","5","5.2","4790","7","Preparatoria","Desempleado","Si","Propia","No","No","5","2","0","4","0"
"2","F","6.6","8.8","7.7","9826","5","Primaria","Empleado","No","Propia","Si","No","5","4","0","3","1"
"2","M","9.3","9.5","8.7","14134","4","Preparatoria","Desempleado","Si","Propia","Si","Si","5","2","4","3","1"
"3","M","9.4","5.4","6.4","6054","7","Primaria","Empleado","No","Alquilada","Si","No","4","0","1","2","0"
"3","M","5.7","9.8","8.5","18090","7","Preparatoria","Desempleado","Si","Propia","No","Si","6","2","5","3","0"
"1","F","6.5","7.1","5.2","9681","6","Universitaria","Empleado","Si","Propia","No","No","6","4","0","5","1"
"1","F","6.7","7.5","5.3","17569","9","Preparatoria","Empleado","No","Prestada","Si","No","6","4","1","1","1"
"3","F","8.2","5.5","5.4","8508","6","Primaria","Empleado","No","Propia","No","No","2","5","2","2","1"
"2","M","5","8.1","9.9","18608","9","Primaria","Desempleado","Si","Prestada","Si","Si","5","5","2","0","1"
"1","F","6.1","9.7","7.5","12433","5","Preparatoria","Empleado","No","Propia","No","Si","8","4","2","1","0"
"1","F","5.5","6","7.4","14344","6","Preparatoria","Empleado","Si","Propia","No","No","8","1","0","4","0"
"2","M","9","5.9","5.9","13888","8","Primaria","Empleado","Si","Propia","Si","Si","3","1","0","2","1"
"1","F","5.4","9.6","5.7","5827","9","Secundaria","Empleado","No","Propia","Si","Si","8","1","1","0","0"
"2","M","6.5","8.8","6.1","19787","8","Secundaria","Empleado","Si","Propia","No","Si","1","3","1","0","0"
"2","F","6.7","8.3","5.2","18257","6","Preparatoria","Empleado","No","Propia","No","No","7","5","5","2","1"
"2","F","9.8","8","7.6","18793","8","Universitaria","Empleado","Si","Propia","Si","Si","1","2","4","1","0"
"3","M","6.7","6.1","9.9","3916","9","Preparatoria","Empleado","Si","Prestada","Si","Si","4","1","5","5","1"
"3","M","5","9.3","7.2","4859","2","Universitaria","Empleado","Si","Alquilada","Si","Si","5","4","2","0","0"
"3","M","6.8","6.5","8.9","9072","8","Preparatoria","Desempleado","Si","Alquilada","Si","No","1","4","3","2","1"
"2","M","5.7","8.7","8.2","17523","6","Primaria","Empleado","No","Propia","Si","Si","8","1","3","2","0"
"2","M","5.2","5.2","6.3","4051","6","Preparatoria","Empleado","Si","Alquilada","No","Si","5","5","2","5","1"
"3","M","7.4","5.1","7.2","10214","8","Universitaria","Empleado","No","Prestada","Si","No","7","1","4","3","1"
"1","F","5.4","5.4","8","4968","9","Universitaria","Empleado","Si","Prestada","Si","No","3","4","5","2","1"
"2","F","8.9","6","6.2","10936","5","Preparatoria","Empleado","Si","Prestada","Si","No","2","1","1","0","1"
"1","M","6.8","7.4","6.1","2601","5","Preparatoria","Empleado","No","Alquilada","No","Si","3","5","0","3","1"
"1","F","6.7","8.4","8.4","17451","9","Secundaria","Empleado","Si","Alquilada","No","No","0","3","4","0","0"
"2","M","9.9","8.4","6.7","15257","3","Preparatoria","Desempleado","Si","Alquilada","No","No","0","3","4","1","0"
"2","F","8","7.1","7","7274","6","Preparatoria","Desempleado","No","Propia","Si","Si","7","5","2","1","0"
"1","M","8.2","8.6","9.4","12866","6","Primaria","Desempleado","Si","Prestada","Si","No","0","3","1","0","0"
"1","F","9.6","7.1","9.6","14368","7","Universitaria","Empleado","Si","Prestada","No","Si","4","0","3","4","1"
"3","F","6.7","6","9.1","10674","6","Secundaria","Empleado","Si","Propia","No","No","9","3","3","4","1"
"3","F","8.8","8.1","5","17462","2","Primaria","Desempleado","No","Alquilada","Si","No","8","4","5","4","0"
"2","F","6.5","8.4","8.7","13503","8","Preparatoria","Desempleado","No","Prestada","No","Si","2","5","5","0","1"
"3","F","6.5","8","9","17624","7","Universitaria","Empleado","No","Alquilada","No","Si","9","0","3","2","0"
"3","M","9.6","9.4","9.1","16370","6","Preparatoria","Empleado","No","Propia","Si","Si","1","4","4","3","0"
"3","M","8.7","5.7","9.6","7368","2","Preparatoria","Desempleado","No","Alquilada","No","Si","4","4","5","2","1"
"3","M","9","6.9","5.8","14567","3","Preparatoria","Desempleado","No","Propia","Si","No","1","5","0","5","0"
"1","F","5.6","9.1","7.2","5825","7","Preparatoria","Desempleado","No","Alquilada","No","No","9","5","1","0","0"
"2","M","6.3","8.3","6.3","12391","8","Universitaria","Desempleado","No","Propia","No","Si","0","1","0","5","0"
"3","F","9.2","5.3","6","11874","8","Primaria","Empleado","Si","Prestada","Si","No","8","5","3","5","1"
"1","F","9.7","6.7","5.6","5608","9","Preparatoria","Desempleado","No","Propia","No","Si","9","2","0","2","0"
"1","F","7.4","5.3","8","8878","9","Preparatoria","Desempleado","Si","Alquilada","Si","No","8","3","4","5","0"
"1","M","8.1","6.9","7.3","3018","4","Secundaria","Empleado","Si","Prestada","No","Si","0","5","2","1","1"
"3","F","8.7","5.8","7.5","19695","6","Secundaria","Desempleado","Si","Alquilada","No","Si","3","2","0","3","1"
"3","M","7.1","6.5","7.9","11610","7","Universitaria","Desempleado","Si","Alquilada","Si","Si","4","2","5","0","1"
"2","M","6.5","7.5","8.3","4500","8","Preparatoria","Desempleado","Si","Propia","Si","Si","1","1","0","3","1"
"3","F","7.8","8.7","9.5","4667","5","Preparatoria","Empleado","No","Propia","No","No","8","2","0","4","1"
"3","F","6.5","7.4","8.7","11578","7","Preparatoria","Empleado","No","Alquilada","Si","Si","8","3","5","4","1"
"1","M","6.1","5.3","5.4","7230","5","Universitaria","Desempleado","Si","Propia","Si","Si","8","0","3","1","1"
"2","M","6.6","9","5.4","12255","6","Universitaria","Empleado","No","Alquilada","Si","No","7","4","0","0","0"
"3","M","8.6","9.4","6.8","6834","2","Preparatoria","Empleado","No","Propia","Si","No","5","3","1","4","1"
"3","M","7.6","9","8.7","3546","5","Preparatoria","Desempleado","No","Propia","No","Si","0","1","4","3","0"
"1","M","7.4","8.7","7.7","17050","7","Universitaria","Empleado","No","Alquilada","No","No","9","0","1","3","0"
"1","M","6.2","6.8","7.5","17049","9","Preparatoria","Desempleado","No","Prestada","Si","No","4","1","1","1","1"
"3","F","5.7","6.3","9.1","17640","7","Primaria","Empleado","Si","Propia","No","Si","7","3","3","5","0"
"2","M","5.4","7","7.2","16284","8","Primaria","Desempleado","Si","Alquilada","No","Si","3","4","0","4","0"
"2","M","6.1","6.4","9.5","5423","9","Universitaria","Empleado","Si","Prestada","No","Si","7","2","4","2","1"
"1","M","9","5.2","9.8","4332","5","Primaria","Empleado","Si","Propia","No","No","5","5","4","4","0"
"1","M","5.2","8.6","7.9","8066","3","Secundaria","Desempleado","Si","Propia","No","No","0","5","4","1","0"
"3","F","8.4","9.9","5.2","8038","8","Preparatoria","Desempleado","No","Alquilada","No","No","0","2","0","4","0"
"1","F","8.2","9.5","7.7","10583","3","Secundaria","Desempleado","No","Propia","Si","Si","2","1","4","0","1"
"3","M","7.1","6.5","8.2","7289","3","Secundaria","Desempleado","Si","Alquilada","No","Si","0","0","4","1","1"
"2","M","9.9","6.3","9.1","2296","5","Secundaria","Empleado","Si","Alquilada","No","No","3","5","2","2","1"
"2","M","9.3","5.8","5.2","19470","5","Primaria","Empleado","No","Propia","Si","Si","2","4","2","3","0"
"3","F","5.8","9.6","5.4","7194","7","Preparatoria","Desempleado","No","Prestada","Si","No","6","1","4","4","0"
"1","F","9","5.6","6.8","7805","6","Preparatoria","Empleado","Si","Propia","No","No","8","4","5","5","1"
"2","F","6.7","6.3","9.1","14797","6","Universitaria","Desempleado","Si","Prestada","No","Si","6","5","1","3","1"
"1","F","9.9","5.5","9.7","18879","2","Secundaria","Empleado","No","Propia","No","Si","4","1","5","1","0"
"2","F","7.8","7","5","4995","9","Primaria","Desempleado","No","Prestada","No","No","0","0","0","3","0"
"3","F","8.8","6.4","8.7","18477","5","Secundaria","Empleado","Si","Propia","Si","Si","4","3","1","5","0"
"3","M","7.6","5.7","5.8","14912","8","Secundaria","Desempleado","No","Prestada","Si","Si","0","2","1","5","0"
"3","F","8.5","8.3","5.4","8393","9","Preparatoria","Empleado","No","Prestada","Si","Si","5","4","0","5","0"
"2","F","9.4","8.9","9.5","2720","8","Universitaria","Empleado","Si","Propia","Si","Si","7","4","0","5","1"
"1","M","6.6","5","9.1","8325","9","Primaria","Desempleado","No","Propia","Si","Si","6","0","3","0","1"
"1","F","8.3","8.1","8.3","14554","6","Preparatoria","Empleado","Si","Alquilada","Si","Si","0","4","3","5","0"
"1","M","9.5","9.8","8.6","7099","6","Secundaria","Empleado","No","Prestada","No","No","7","3","3","1","0"
"2","F","5.2","5.4","8.2","14568","3","Preparatoria","Desempleado","Si","Propia","No","Si","8","3","4","1","0"
"2","M","5.4","7.9","7.4","6026","3","Secundaria","Desempleado","No","Alquilada","No","No","9","0","5","4","1"
"2","M","6.3","7.1","9.1","14247","8","Primaria","Desempleado","No","Propia","Si","No","1","1","4","1","1"
"2","M","5.2","6.9","7.8","7057","8","Preparatoria","Desempleado","Si","Prestada","No","No","0","1","4","0","0"
"2","M","7.2","6.5","7.4","19490","3","Preparatoria","Empleado","Si","Propia","Si","Si","5","4","5","4","0"
"1","M","8.8","5.6","5.8","7305","4","Preparatoria","Desempleado","No","Propia","Si","No","3","4","3","0","0"
"2","F","7.9","5.6","5.2","13914","9","Preparatoria","Desempleado","Si","Alquilada","No","Si","6","0","5","2","1"
"2","F","9.9","9.9","6.4","8674","6","Preparatoria","Desempleado","Si","Propia","No","No","2","3","0","4","1"
"1","M","9.4","9.9","5.3","11563","3","Primaria","Empleado","No","Alquilada","No","No","2","0","4","1","1"
"2","M","7.2","5.1","9.4","17316","3","Universitaria","Empleado","No","Prestada","No","No","7","1","0","1","0"
"1","M","7.6","9.6","8.7","18217","5","Primaria","Empleado","No","Prestada","Si","Si","6","3","5","1","0"
"1","F","5.9","6.3","6.9","4005","8","Preparatoria","Empleado","Si","Propia","No","No","4","4","3","2","1"
"3","M","7.4","8","9.8","14741","7","Secundaria","Desempleado","No","Alquilada","Si","No","2","1","0","0","1"
"3","M","6.2","9.9","7.2","16602","3","Secundaria","Empleado","No","Prestada","Si","Si","0","2","4","1","1"
"3","M","6.5","9","8.6","14603","5","Preparatoria","Empleado","Si","Propia","No","No","2","1","0","5","1"
"3","M","9","6.3","9.6","15987","2","Universitaria","Desempleado","Si","Propia","Si","No","8","3","3","3","0"
"2","F","8.3","5.4","5.7","19147","3","Preparatoria","Desempleado","Si","Propia","No","No","0","3","4","5","0"
"3","M","8.6","6","8.6","15543","7","Primaria","Empleado","No","Propia","Si","No","4","0","4","1","0"
"1","M","7.1","8.9","9.4","11144","5","Universitaria","Desempleado","Si","Propia","Si","No","3","3","3","4","0"
"2","F","6.6","5.4","8.2","13114","7","Universitaria","Empleado","No","Alquilada","Si","No","5","2","1","4","1"
"3","M","7.2","7.8","8.2","7691","3","Primaria","Empleado","No","Propia","No","Si","1","2","2","3","0"
"1","M","8.5","6","5.6","9059","2","Universitaria","Empleado","No","Propia","No","No","3","3","3","2","1"
"2","F","9.8","5.4","7.1","6479","3","Preparatoria","Desempleado","No","Propia","No","Si","8","4","5","4","1"
"2","F","5.8","9.8","5.4","6198","5","Preparatoria","Desempleado","Si","Propia","No","Si","4","3","0","2","0"
"3","F","5.1","8.1","9.5","11091","2","Secundaria","Empleado","Si","Propia","Si","Si","7","4","1","2","1"
"2","M","8.1","8.5","6.4","17068","2","Primaria","Empleado","Si","Propia","No","Si","1","3","3","3","1"
"1","M","9.9","6.4","7","6205","2","Universitaria","Desempleado","Si","Propia","Si","No","8","1","2","4","0"
"2","F","7.1","6.8","7.4","5641","4","Universitaria","Empleado","No","Prestada","No","No","6","3","4","5","0"
"1","F","9.2","7.1","6.6","5543","5","Universitaria","Desempleado","Si","Prestada","Si","Si","6","1","5","1","0"
"2","F","6.2","8.3","9.9","17424","4","Preparatoria","Desempleado","No","Propia","Si","Si","1","4","2","5","0"
"3","M","5.7","6.6","5.6","7591","7","Primaria","Desempleado","Si","Alquilada","Si","No","7","3","2","5","1"
"1","M","5","6.1","9.9","13833","2","Preparatoria","Desempleado","Si","Propia","Si","No","8","4","5","5","0"
"2","F","6.6","7.4","6.8","8116","4","Universitaria","Empleado","No","Alquilada","Si","No","9","2","3","2","0"
"2","M","6.1","6.6","5.6","2761","3","Preparatoria","Desempleado","No","Alquilada","Si","Si","4","5","4","2","0"
"2","F","5.3","5.9","8.9","4407","4","Universitaria","Desempleado","No","Alquilada","No","Si","2","0","4","4","1"
"1","M","6.2","7.7","9.4","2885","6","Universitaria","Desempleado","Si","Alquilada","Si","Si","2","4","2","4","0"
"1","M","8","6.7","9.9","4643","7","Preparatoria","Empleado","No","Alquilada","No","No","5","1","3","5","1"
"1","M","9","6.7","7.3","13125","2","Universitaria","Empleado","Si","Prestada","No","Si","0","0","4","3","1"
"3","M","5.6","9.4","6","3468","2","Preparatoria","Empleado","No","Propia","No","Si","9","5","4","0","1"
"3","F","7.2","8.1","9","15366","8","Secundaria","Empleado","Si","Prestada","Si","No","8","3","0","5","1"
"1","M","7.3","6.3","5","9015","9","Preparatoria","Empleado","No","Prestada","Si","No","5","1","2","5","1"
"2","M","5.4","6.5","8.1","8323","7","Secundaria","Desempleado","No","Propia","Si","No","8","0","1","0","0"
"3","F","5.4","9.9","8.9","10935","7","Secundaria","Empleado","No","Prestada","Si","No","2","0","2","0","0"
"1","M","6.6","6.7","9.3","4428","5","Preparatoria","Empleado","No","Propia","Si","No","9","4","3","2","1"
"2","F","7.9","6.5","5.1","13685","3","Primaria","Desempleado","Si","Propia","No","Si","2","3","5","3","1"
"3","F","5.8","6.6","6.4","14738","8","Primaria","Empleado","Si","Propia","Si","Si","9","3","5","0","1"
"2","M","5.5","5.6","7","11308","7","Preparatoria","Empleado","Si","Propia","No","No","6","3","4","5","0"
"2","M","7.4","6.1","7.3","17879","8","Preparatoria","Desempleado","Si","Alquilada","Si","Si","6","4","4","4","0"
"2","F","6.8","8.3","9.9","17772","7","Universitaria","Empleado","No","Alquilada","Si","No","3","4","0","5","1"
"2","F","6.5","5.9","6.6","12633","8","Universitaria","Empleado","No","Prestada","No","Si","7","3","4","2","1"
"3","F","7","5.4","9.6","19738","5","Preparatoria","Desempleado","Si","Propia","No","No","1","0","4","2","1"
"3","M","5.1","7","5.8","13193","7","Primaria","Empleado","Si","Propia","Si","No","0","5","5","5","0"
"3","F","5.9","5.2","8.4","19570","4","Universitaria","Empleado","Si","Propia","Si","Si","0","3","1","4","1"
"1","F","6.5","6.8","6.9","17281","6","Universitaria","Desempleado","Si","Propia","No","No","1","4","2","3","1"
"3","F","8.6","9.4","6.8","6087","6","Primaria","Empleado","Si","Alquilada","Si","No","5","3","4","3","1"
